""
2,Ep,Airdate,Chaser,Contribution,Final Chase Result
10,26,"Jun. 3, 2016",Paul Sinha,"() + £30,000 + £3,000 + £3,000",17/17 (0:24)
10,27,"Sep 2, 2016",Jenny Ryan,"£4,000 + £3,000 + () + ()",11/11 (0:31)
10,28,"Jun. 7, 2016",Paul Sinha,"£5,000 + £6,000 + £5,000 + £6,000","18/15 ( 4 x £5,500 )"
10,29,"Jun. 8, 2016",Anne Hegerty,"() + () + £6,000 + £1,000",13/13 (0:29)
10,30,"Jun. 9, 2016",Mark Labbett,"() + £5,000 + £4,000 + £6,000",16/16 (0:12)
10,31,"Oct 5, 2016",Shaun Wallace,"£7,000 + () + () + ()","19/16 ( 1 x £7,000 )"
10,32,"Aug 29, 2016",Mark Labbett,"£6,000 + () + £7,000 + ()",15/15 (0:18)
10,33,"Aug 30, 2016",Shaun Wallace,"£6,000 + () + () + ()",7/7 (1:15)
10,34,"Aug 31, 2016",Paul Sinha,"£4,000 + () + £1,000 + £7,000","18/14 ( 3 x £4,000 )"
10,35,"Sep 1, 2016",Mark Labbett,"£6,000 + £8,000 + £4,000 + £8,000",19/19 (0:19)
10,36,"Jun. 6, 2016",Jenny Ryan,"() + () + £4,000 + ()",7/7 (1:11)
10,37,"Sep 5, 2016",Paul Sinha,"£4,000 + £50,000 + () + -£15,000",18/18 (0:05)
10,38,Sep 7. 2016,Shaun Wallace,"() + £8,999 + () + £5,000",17/17 (0:08)
10,39,"Sep 8, 2016",Anne Hegerty,"£8,000 + £4,000 + £1,000 + ()",18/18 (0:08)
10,40,"Sep 9, 2016",Mark Labbett,"() + £5,000 + () + ()",8/8 (1:26)
10,41,"Sep 12, 2016",Jenny Ryan,"£5,000 + £4,000 + () + ()",17/17 (0:42)
10,42,"Sep 13, 2016",Mark Labbett,"() + £30,000 + £4,000 + £5,000",15/15 (0:28)
10,43,"Sep 14, 2016",Paul Sinha,"() + () + £6,000 + £6,000",16/16 (0:31)
10,44,"Sep 15, 2016",Anne Hegerty,"£7,000 + £4,000 + £5,000 + -£4,000","23/20 ( 4 x £3,000 )"
10,45,"Sep 16, 2016",Shaun Wallace,"£8,000 + £7,000 + () + ()",16/16 (0:22)
10,46,"Sep 19, 2016",Paul Sinha,"() + £7,000 + £6,000 + £5,000",19/19 (0:34)
10,47,"Sep 20, 2016",Mark Labbett,"£36,000 + £8,000 + () + -£8,000","17/15 ( 3 x £12,000 )"
10,48,"Sep 21, 2016",Jenny Ryan,"£6,000 + () + () + ()",6/6 (1:36)
10,49,"Sep 22, 2016",Anne Hegerty,"() + £3,000 + () + £7,000",11/11 (0:52)
10,50,"Sep 23, 2016",Shaun Wallace,"£6,000 + () + £4,000 + £50,000",12/12 (0:51)
10,51,"Sep 26, 2016",Paul Sinha,"() + £8,000 + £4,000 + £5,000",18/18 (0:08)
10,52,"Sep 27, 2016",Anne Hegerty,"() + £6,000 + () + ()",9/9 (0:41)
10,53,"Sep 28, 2016",Mark Labbett,"£6,000 + £8,000 + () + £6,000",18/18 (0:33)
10,"54
(1,000th Episode)","Sep 29, 2016",Anne Hegerty (FC),"£7,000 + () + £5,000 + £7,000","20/16 ( 3 x £6,333 )"
10,55,"Sep 30, 2016",Jenny Ryan,"() + () + () + £100,000",8/8 (0:59)
10,56,"Oct 3, 2016",Anne Hegerty,"() + () + £8,000 + £1,000",20/20 (0:15)
10,57,"Oct 4, 2016",Jenny Ryan,"£3,000 + () + () + ()",14/14 (0:35)
10,58,"Jun. 10, 2016",Shaun Wallace,"£6,000 + £6,000 + () + £2,000","17/11 ( 3 x £4,666 )"
10,59,"Oct 6, 2016",Mark Labbett,"£7,000 + £8,000 + () + ()",18/18 (0:37)
10,60,"Oct 7, 2016",Paul Sinha,"£6,000 + () + £7,000 + ()",16/16 (0:25)
10,61,"Oct 10, 2016",Shaun Wallace,"() + £6,000 + £4,000 + £4,000",21/21 (0:25)
10,62,"Oct 11, 2016",Paul Sinha,"() + £4,000 + () + £1,000","14/11 ( 2 x £2,500 )"
10,63,"Oct 12, 2016",Anne Hegerty,"() + £4,000 + () + £46,000",13/13 (0:51)
10,64,"Oct 13, 2016",Mark Labbett,"£8,000 + £9,000 + () + -£5,000",23/23 (0:03)
10,65,"Oct 14, 2016",Jenny Ryan,"£2,000 + () + £3,000 + £0",12/12 (1:07)
10,66,"Oct 17, 2016",Paul Sinha,"£4,000 + £9,000 + £100 + ()",13/13 (1:04)
10,67,"Oct 18, 2016",Anne Hegerty,"() + () + £5,000 + £3,000",18/18 (0:04)
10,68,"Oct 19, 2016",Mark Labbett,"£6,000 + -£2,000 + () + £6,000",20/20 (0:12)
10,69,"Oct 20, 2016",Jenny Ryan,"£4,000 + £5,000 + () + £3,000","16/15 ( 3 x £4,000 )"
10,70,"Oct 21, 2016",Shaun Wallace,"£7,000 + £50,000 + £5,000 + £7,000",13/13 (0:51)
10,71,"Oct 24, 2016",Jenny Ryan,"() + £7,000 + () + ()",9/9 (0:31)
10,72,"Oct 25, 2016",Shaun Wallace,"() + £5,000 + () + ()",14/14 (0:38)
10,73,"Oct 26, 2016",Anne Hegerty,"£9,000 + £3,000 + () + £1,000","18/15 ( 3 x £4,333 )"
10,74,"Oct 27, 2016",Paul Sinha,"() + £2,000 + £6,000 + £5,000",20/20 (0:17)
10,75,"Oct 28, 2016",Mark Labbett,"£6,000 + £9,000 + () + £45,000",22/22 (0:06)
10,76,"Oct 31, 2016",Anne Hegerty,"() + £6,000 + () + £6,000",18/18 (0:20)
10,77,"Nov 1, 2016",Mark Labbett,"£3,000 + () + £6,000 + £8,000","19/14 ( 3 x £5,666 )"
10,78,"Nov 2, 2016",Jenny Ryan,"£5,000 + () + £3,000 + £4,000",18/18 (0:05)
10,79,"Nov 3, 2016",Shaun Wallace,"£4,000 + £34,000 + £6,000 + ()",16/16 (0:04)
10,80,"Nov 4, 2016",Paul Sinha,"() + £8,000 + £5,000 + ()",16/16 (0:27)
10,81,"Nov 7, 2016",Mark Labbett,"() + £8,000 + £2,000 + £8,000",15/15 (0:05)
10,82,"Nov 8, 2016",Paul Sinha,"() + £4,000 + () + ()",11/11 (0:44)
10,83,"Nov 9, 2016",Shaun Wallace,"() + £10,000 + () + ()","18/17 ( 1 x £10,000 )"
10,84,"Nov 10, 2016",Anne Hegerty,"() + £3,000 + () + £6,000",13/13 (0:22)
10,85,"Nov 11, 2016",Jenny Ryan,"() + £2,000 + () + ()",7/7 (1:26)
10,86,"Nov 14, 2016",Shaun Wallace,"£5,000 + £34,000 + () + £5,000",15/15 (0:03)
10,87,"Nov 15, 2016",Anne Hegerty,"() + () + £4,000 + £2,000",16/16 (0:23)
10,88,"Nov 16, 2016",Jenny Ryan,"() + £0 + £7,000 + ()",16/16 (0:10)
10,89,"Nov 17, 2016",Paul Sinha,"() + () + £40,000 + -£10,000","19/17 ( 2 x £15,000 )"
10,90,"Nov 18, 2016",Mark Labbett,"() + £8,000 + £4,000 + ()",13/13 (0:43)
10,91,"Nov 21, 2016",Paul Sinha,"() + £7,000 + £7,000 + £46,000",19/19 (0:05)
10,92,"Nov 22, 2016",Anne Hegerty,"£6,000 + £47,000 + () + ()","21/12 ( 2 x £26,500 )"
10,93,"Nov 23, 2016",Mark Labbett,"£6,000 + () + () + £1,000",16/16 (0:44)
10,94,"Nov 24, 2016",Jenny Ryan,"() + () + () + £5,000",11/11 (0:48)
10,95,"Nov 25, 2016",Shaun Wallace,"£7,000 + £3,000 + £4,000 + ()",16/16 (0:27)
10,96,"Nov 28, 2016",Anne Hegerty,"£6,000 + £7,000 + £5,000 + £4,000",19/19 (0:17)
10,97,"Nov 29, 2016",Shaun Wallace,(nominated) + () + () + () Lazarus,19/19 (0:10)
10,98,"Nov 30, 2016",Jenny Ryan,"£3,000 + £3,000 + £3,000 + ()","16/15 ( 3 x £3,000 )"
10,99,"Dec 1, 2016",Paul Sinha,"() + £6,000 + () + £50,000",14/14 (0:47)
10,100,"Dec 2, 2016",Mark Labbett,"() + £7,000 + () + £4,000",13/13 (0:55)
10,101,"Dec 5, 2016",Anne Hegerty,"£7,000 + £1,000 + £1,000 + ()",19/19 (0:02)
10,102,"Dec 6, 2016",Shaun Wallace,"() + £7,000 + () + £5,000",14/14 (0:24)
10,103,"Dec 7, 2016",Jenny Ryan,"£4,000 + () + () + ()",12/12 (0:58)
10,104,"Dec 8, 2016",Mark Labbett,"£5,000 + () + £5,000 + £50,000","22/17 ( 3 x £20,000 )"
10,105,"Dec 9, 2016",Paul Sinha,"£3,000 + () + () + £4,000",16/16 (0:28)
10,106,"Dec 12, 2016",Shaun Wallace,"£5,000 + £20,000 + -£3,000 + ()",14/14 (0:40)
10,107,"Dec 13, 2016",Anne Hegerty,"() + () + £5,000 + £4,000",20/20 (0:28)
10,108,"Dec 14, 2016",Paul Sinha,"£4,000 + () + £4,000 + £8,000",16/16 (0:11)
10,109,"Dec 15, 2016",Shaun Wallace,"£30,000 + £4,000 + £4,000 + £4,000","19/16 ( 4 x £10,500 )"
10,110,"Dec 16, 2016",Mark Labbett,"£8,000 + £8,000 + () + £6,000",21/21 (0:16)
10,111,"Jan 6, 2017",Shaun Wallace,"() + £5,000 + () + £4,000","15/13 ( 2 x £4,500 )"
10,112,"Jan 3, 2017",Mark Labbett,"() + () + £7,000 + £5,000",19/19 (0:02)
10,113,"Jan 4, 2017",Anne Hegerty,"£5,000 + £50,000 + () + £6,000","22/19 ( 3 x £20,333 )"
10,114,"Jan 5, 2017",Paul Sinha,"£6,000 + () + £4,000 + ()",11/11 (1:02)
10,115,"Jan 2, 2017",Jenny Ryan,"() + £0 + £2,000 + ()",10/10 (0:43)
10,116,"Jan 19, 2017",Anne Hegerty,"£8,000 + () + £3,000 + £5,000",23/23 (0:03)
10,117,"Jan 31, 2017",Paul Sinha,"£40,000 + () + () + £6,000","16/14 ( 2 x £23,000 )"
10,118,"Jan 11, 2017",Mark Labbett,"() + £6,000 + £7,000 + ()",16/16 (0:22)
10,119,"Jan 12, 2017",Shaun Wallace,"£7,000 + £6,000 + £3,000 + £5,000",15/15 (0:07)
10,120,"Jan 13, 2017",Jenny Ryan,(nominated) + () + () + () Lazarus,13/13 (0:31)
10,121,"Jan 16, 2017",Shaun Wallace,"() + () + £4,000 + ()","16/12 ( 1 x £4,000 )"
10,122,"Jan 17, 2017",Paul Sinha,"£4,000 + () + () + £60,000",13/13 (0:52)
10,123,"Jan 18, 2017",Mark Labbett,"£8,000 + £7,000 + () + ()","17/14 ( 2 x £7,500 )"
10,124,"Jan 9, 2017",Anne Hegerty,"£3,000 + () + £3,000 + £8,000",18/18 (0:05)
10,125,"Apr 3, 2017",Shaun Wallace,() + () + () + (nominated) Lazarus,12/12 (0:58)
10,126,"Jan 23, 2017",Mark Labbett,"£4,000 + £7,000 + () + ()",13/13 (0:59)
10,127,"Jan 24, 2017",Shaun Wallace,"£6,000 + £5,000 + £3,000 + ()","17/14 ( 3 x £4,666 )"
10,128,"Jan 25, 2017",Paul Sinha,() + (nominated) + () + () Lazarus,15/15 (0:34)
10,129,"Jan 26, 2017",Anne Hegerty,"£6,000 + £4,000 + () + £6,000","20/19 ( 3 x £5,333 )"
10,130,"Jan 27, 2017",Jenny Ryan,"() + £5,000 + () + -£1,000",16/16 (0:28)
10,131,"Apr 21, 2017",Anne Hegerty,"£4,000 + £5,000 + () + ()",15/15 (0:49)
10,132,"Jan 10, 2017",Paul Sinha,"() + £11,000 + () + £6,000","20/16 ( 2 x £8,500 )"
10,133,"Mar 1, 2017",Mark Labbett,"£7,000 + £6,000 + () + ()",15/15 (0:02)
10,134,"Feb 2, 2017",Paul Sinha,"£6,000 + £4,000 + £4,000 + £7,000",15/15 (0:20)
10,135,"Feb 3, 2017",Shaun Wallace,"£4,000 + £7,000 + () + £4,000","17/16 ( 3 x £5,000 )"
10,136,"Feb 6, 2017",Paul Sinha,"£6,000 + £7,000 + () + ()","18/14 ( 2 x £6,500 )"
10,137,"Feb 7, 2017",Anne Hegerty,"£24,000 + £8,000 + () + £5,000",16/16 (0:07)
10,138,"Feb 8, 2017",Mark Labbett,"() + £30,000 + £5,000 + £4,000","23/18 ( 3 x £13,000 )"
10,139,"Feb 1, 2017",Jenny Ryan,"£7,000 + £3,000 + -£1,000 + ()",16/16 (0:23)
10,140,"Feb 10, 2017",Shaun Wallace,() + () + (nominated) + () Lazarus,6/6 (1:29)
10,141,"Feb 13, 2017",Jenny Ryan,"() + £5,000 + £3,000 + ()",16/16 (0:13)
10,142,"Feb 14, 2017",Shaun Wallace,"£4,000 + £6,000 + £5,000 + £5,000",18/18 (0:14)
10,143,"Feb 15, 2017",Paul Sinha,"£5,000 + £5,000 + () + £6,000",16/16 (0:19)
10,144,"Feb 16, 2017",Anne Hegerty,"£36,000 + £6,000 + () + -£6,000","21/18 ( 3 x £12,000 )"
10,145,"Feb 17, 2017",Mark Labbett,"() + () + £1,000 + ()",12/12 (0:49)
10,146,"Feb 20, 2017",Shaun Wallace,"£7,000 + () + £5,000 + ()","16/10 ( 2 x £6,000 )"
10,147,"Feb 21, 2017",Mark Labbett,"() + £4,000 + () + £1,000",11/11 (1:04)
10,148,"Feb 22, 2017",Paul Sinha,"() + £6,000 + £5,000 + £5,000","17/14 ( 3 x £5,333 )"
10,149,"Feb 23, 2017",Shaun Wallace,"() + () + () + £100,000",12/12 (0:17)
10,150,"Feb 24, 2017",Anne Hegerty,"£6,000 + () + £5,000 + ()",14/14 (0:25)
10,151,"Feb 27, 2017",Shaun Wallace,"£3,000 + £5,000 + () + ()",15/15 (0:10)
10,152,"Feb 28, 2017",Anne Hegerty,"£3,000 + £7,000 + £3,000 + £47,000","20/16 ( 4 x £15,000 )"
10,153,"Feb 9, 2017",Jenny Ryan,"() + £1,000 + £3,000 + £2,000",18/18 (0:28)
10,154,"Mar 2, 2017",Mark Labbett,"£4,000 + £5,000 + £5,000 + ()","25/21 ( 3 x £4,666 )"
10,155,"Mar 3, 2017",Paul Sinha,"£2,000 + £4,000 + £6,000 + ()",16/16 (0:01)
10,156,"Mar 6, 2017",Mark Labbett,"£7,000 + £7,000 + £6,000 + £4,000",18/18 (0:34)
10,157,"Mar 7, 2017",Paul Sinha,"£3,000 + £7,000 + () + ()",12/12 (0:44)
10,158,"Mar 8, 2017",Shaun Wallace,"() + £7,000 + £4,000 + £64,000","17/11 ( 3 x £25,000 )"
10,159,"Mar 9, 2017",Anne Hegerty,"() + £3,000 + () + £6,000",17/17 (0:27)
10,160,"Mar 10, 2017",Paul Sinha,"() + £7,000 + () + £1,000","18/10 ( 2 x £4,000 )"
10,161,"Mar 13, 2017",Jenny Ryan,"£3,000 + () + £4,000 + ()",18/18 (0:01)
10,162,"Mar 14, 2017",Anne Hegerty,"£4,000 + £5,000 + £3,000 + £3,000","19/8 ( 4 x £3,750 )"
10,163,"Mar 15, 2017",Paul Sinha,"£6,000 + () + () + £5,000",14/14 (0:33)
10,164,"Mar 16, 2017",Shaun Wallace,"£2,000 + £1,000 + £4,000 + ()",18/18 (0:33)
10,165,"Mar 17, 2017",Mark Labbett,"() + () + £1,000 + ()",3/3 (1:48)
10,166,"Mar 20, 2017",Paul Sinha,"£9,000 + £300 + -£1,000 + -£2,000","23/15 ( 4 x £1,575 )"
10,167,"Mar 21, 2017",Jenny Ryan,"£5,000 + £3,000 + £3,000 + ()",17/17 (0:23)
10,168,"Oct 24, 2017",Shaun Wallace,"£4,000 + () + () + £56,000",9/9 (0:48)
10,169,"Mar 23, 2017",Mark Labbett,"£6,000 + £9,000 + £3,000 + £5,000","21/19 ( 4 x £5,750 )"
10,170,"Mar 24, 2017",Anne Hegerty,"£4,000 + £6,000 + () + -£1,000",14/14 (0:42)
10,171,"Mar 27, 2017",Mark Labbett,"() + () + £4,000 + £9,000",15/15 (0:20)
10,172,"Mar 28, 2017",Anne Hegerty,"£6,000 + £5,000 + () + -£2,000","20/19 ( 3 x £3,000 )"
10,173,"Mar 29, 2017",Paul Sinha,"() + () + £4,000 + £5,000",11/11 (1:12)
10,174,"Mar 30, 2017",Shaun Wallace,"£30,000 + £5,000 + £3,000 + £3,000","18/12 ( 4 x £10,250 )"
10,175,"Mar 31, 2017",Anne Hegerty,"£7,000 + () + () + ()",17/17 (0:20)
10,176,"Apr 24, 2017",Anne Hegerty,"£7,000 + £4,000 + £5,000 + £4,000",13/13 (0:11)
10,177,"Apr 4, 2017",Mark Labbett,"£5,000 + () + £2,000 + £6,000",19/19 (0:02)
10,178,"Apr 5, 2017",Paul Sinha,"£5,000 + £1,000 + £5,000 + ()","14/13 ( 3 x £3,666 )"
10,179,"Apr 6, 2017",Anne Hegerty,"() + () + () + £3,000",10/10 (0:49)
10,180,"Apr 7, 2017",Paul Sinha,"() + () + £40,000 + -£10,000",11/11 (0:48)
10,181,"Apr 10, 2017",Anne Hegerty,"£3,000 + () + £4,000 + £7,000","21/19 ( 3 x £4,666 )"
10,182,"Apr 11, 2017",Paul Sinha,"£4,000 + £3,000 + £4,000 + ()",15/15 (0:41)
10,183,"Apr 12, 2017",Jenny Ryan,"£6,000 + () + () + £4,000",15/15 (0:36)
10,184,"Apr 13, 2017",Shaun Wallace,"£4,000 + £4,000 + £5,000 + £3,000","17/11 ( 4 x £4,000 )"
10,185,"Apr 14, 2017",Mark Labbett,"£6,000 + £9,000 + £45,000 + ()",18/18 (0:14)
10,186,"Apr 17, 2017",Jenny Ryan,"£6,000 + £5,000 + £5,000 + £4,000",16/16 (0:23)
10,187,"Apr 18, 2017",Mark Labbett,"() + £5,000 + () + ()","19/17 ( 1 x £5,000 )"
10,188,"Apr 19, 2017",Paul Sinha,"£6,000 + () + () + -£2,000",18/18 (0:04)
10,189,"Apr 20, 2017",Shaun Wallace,"£6,000 + £3,000 + £4,000 + £6,000","16/14 ( 4 x £3,750 )"
10,190,"Jan 30, 2017",Anne Hegerty,"() + £5,000 + () + £55,000",11/11 (0:19)
12,1,2/3/18,Paul Sinha,"() + £2,000 + £48,000 + £5,000",15/15 (0:30)
12,2,27/3/18,Jenny Ryan,"() + £7,000 + £5,000 + £7,000","19/15 ( 3 x £6,333 )"
12,3,12/4/18,Shaun Wallace,"£26,000 + () + £3,000 + (-£2,000)",19/19 (0:04)
12,4,13/4/18,Paul Sinha,() + () + () + (nominated) Lazaraus,17/17 (0:28)
12,5,16/4/18,Anne Hegerty,"£3,000 + £8,000 + £45,000 + (-£8,000)","23/22 ( 4 x £12,000 )"
12,6,17/4/18,Mark Labbett,"() + £6,000 + () + ()",16/16 (0:13)
12,7,18/4/18,Jenny Ryan,"£40,000 + £1,000 + () + ()",14/14 (0:25)
12,8,19/4/18,Paul Sinha,"£11,000 + £8,000 + £6,000 + (-£5,000)","22/18 ( 4 x £5,000 )"
12,9,20/4/18,Shaun Wallace,"() + £6,000 + £5,000 + ()",15/15 (0:52)
12,10,23/4/18,Jenny Ryan,"£5,000 + £5,000 + £1,000 + £5,000",18/18 (0:06)
12,11,24/4/18,Mark Labbett,"£20,000 + () + £6,000 + £3,000","16/15 ( 3 x £9,666 )"
12,12,25/4/18,Shaun Wallace,"() + £3,000 + £3,000 + (-£1,000)",13/13 (0:24)
12,13,26/4/18,Paul Sinha,"() + £5,000 + £4,000 + ()",15/15 (0:33)
12,14,27/4/18,Anne Hegerty,"£6,000 + £6,000 + £3,000 + £4,000",17/17 (0:01)
12,15,30/4/18,Shaun Wallace,"£24,000 + £1,000 + () + £2,000",21/21 (0:04)
12,16,1/5/18,Jenny Ryan,"£5,000 + £8,000 + () + £47,000",17/17 (0:40)
12,17,2/5/18,Paul Sinha,"£7,000 + £8,000 + (-£2,000) + ()",17/17 (0:20)
12,18,3/5/18,Mark Labbett,"£8,000 + £7,000 + £6,000 + £5,000",11/11 (1:08)
12,19,4/5/18,Anne Hegerty,"£6,000 + £6,000 + £3,000 + £3,000","24/20 ( 4 x £4,500 )"
12,20,7/5/18,Paul Sinha,"£3,000 + £8,000 + () + £49,000",18/18 (0:16)
12,21,8/5/18,Shaun Wallace,"£4,000 + () + () + £5,000",15/15 (0:07)
12,22,9/5/18,Jenny Ryan,"£6,000 + £6,000 + () + £7,000","22/20 ( 3 x £6,333 )"
12,23,10/5/18,Anne Hegerty,"£24,000 + £3,000 + () + ()",13/13 (0:43)
12,24,11/5/18,Mark Labbett,"£6,000 + () + £5,000 + £6,000",18/18 (0:30)
12,25,14/5/18,Mark Labbett,"£9,000 + () + £1,000 + ()",13/13 (0:54)
12,26,15/5/18,Shaun Wallace,"£5,000 + £5,000 + £0 + £5,000",16/16 (0:15)
12,27,16/5/18,Jenny Ryan,"£4,000 + £4,000 + () + ()",17/17 (0:11)
12,28,12/11/18,Anne Hegerty,"() + () + () + £6,000",11/11 (0:46)
12,29,21/5/18,Jenny Ryan,"£6,000 + £6,000 + () + £6,000",17/17 (0:28)
12,30,22/5/18,Paul Sinha,"() + £7,000 + £8,000 + £5,000",19/19 (0:20)
12,31,23/5/18,Shaun Wallace,"() + £1,000 + £2,000 + £4,000","16/12 ( 3 x £2,333 )"
12,32,24/5/18,Mark Labbett,"£4,000 + £4,000 + () + ()",16/16 (0:15)
12,33,25/5/18,Anne Hegerty,"£6,000 + () + () + ()",15/15 (0:14)
12,34,4/9/18,Jenny Ryan,"£30,000 + £8,000 + £4,000 + (-£8,000)",15/15 (0:27)
12,35,5/9/18,Mark Labbett,"£7,000 + £3,000 + () + £65,000",14/14 (0:27)
12,36,6/9/18,Shaun Wallace,"£4,000 + £36,000 + £5,000 + ()","20/16 ( 3 x £15,000 )"
12,37,7/9/18,Paul Sinha,"£4,000 + () + £3,000 + ()",10/10 (0:53)
12,38,10/9/18,Paul Sinha,"£4,000 + () + () + ()",13/13 (1:03)
12,39,11/9/18,Jenny Ryan,"£6,000 + £3,000 + £4,000 + £3,000","20/15 ( 4 x £4,000 )"
12,40,12/9/18,Anne Hegerty,"£5,000 + £6,000 + £1,000 + £6,000",17/17 (0:26)
12,41,13/9/18,Shaun Wallace,"£7,000 + £4,000 + () + ()",13/13 (0:52)
12,42,14/9/18,Mark Labbett,"£7,000 + () + £3,000 + ()",18/18 (0:02)
12,43,17/9/18,Jenny Ryan,"£6,000 + £8,000 + £5,000 + £6,000",20/20 (0:12)
12,44,18/9/18,Shaun Wallace,"£6,000 + () + () + ()",13/13 (0:29)
12,45,19/9/18,Paul Sinha,"£9,000 + £6,000 + (-£3,000)","19/12 ( 3 x £4,000 )"
12,46,20/9/18,Mark Labbett,"£5,000 + £6,000 + £5,000 + £7,000",17/17 (0:36)
12,47,21/9/18,Anne Hegerty,"£7,000 + () + () + ()",17/17 (0:20)
12,48,24/9/18,Shaun Wallace,"£3,000 + () + () + ()",8/8 (0:39)
12,49,25/9/18,Mark Labbett,"£7,000 + £6,000 + () + £11,000","22/18 ( 3 x £8,000 )"
12,50,26/9/18,Jenny Ryan,"£7,000 + () + £6,000 + ()",16/16 (0:14)
12,51,27/9/18,Anne Hegerty,"() + £5,000 + () + ()",15/15 (0:01)
12,52,28/9/18,Paul Sinha,"£6,000 + () + () + ()",12/12 (0:34)
12,53,1/10/18,Paul Sinha,"£8,000 + £7,000 + () + £6,000",15/15 (0:23)
12,54,2/10/18,Jenny Ryan,"£5,000 + £6,000 + £2,000 + ()",17/17 (0:17)
12,55,3/10/18,Shaun Wallace,() + (nominated) + () + () Lazaraus,15/15 (0:41)
12,56,4/10/18,Mark Labbett,"£5,000 + £7,000 + () + ()",16/16 (0:31)
12,57,5/10/18,Anne Hegerty,"£5,000 + £7,000 + £4,000 + £6,000","19/14 ( 4 x £5,500 )"
12,58,8/10/18,Jenny Ryan,"£10,000 + £4,000 + £1,000 + £6,000",19/19 (0:17)
12,59,9/10/18,Anne Hegerty,"£7,000 + £6,000 + £4,000 + ()",13/13 (0:06)
12,60,10/10/18,Mark Labbett,"£5,000 + () + £6,000 + ()",16/16 (0:11)
12,61,11/10/18,Shaun Wallace,"() + () + £7,000 + £7,000","15/11 ( 2 x £7,000 )"
12,62,12/10/18,Paul Sinha,"£9,000 + () + () + () + ()",13/13 (0:49)
12,63,15/10/18,Mark Labbett,"£7,000 + () + £4,000 + £8,000",17/17 (0:01)
12,64,16/10/18,Paul Sinha,"() + £4,000 + £2,000 + ()",15/15 (0:34)
12,65,17/10/18,Jenny Ryan,"£5,000 + () + () + £8,000","22/15 (2 x £6,500 )"
12,66,18/10/18,Anne Hegerty,"() + () + £6,000 + £54,000",14/14 (0:31)
12,67,19/10/18,Shaun Wallace,"() + £3,000 + () + £5,000",12/12 (0:26)
12,68,22/10/18,Jenny Ryan,"£6,000 + £1,000 + £4,000 + ()","24/16 ( 3 x £3,666 )"
12,69,23/10/18,Anne Hegerty,"() + () + £4,000 + £6,000",18/18 (0:19)
12,70,24/10/18,Shaun Wallace,"() + () + £6,000 + £4,000",14/14 (0:45)
12,71,25/10/18,Mark Labbett,"() + £5,000 + £7,000 + £8,000","20/12 ( 3 x £6,666 )"
12,72,26/10/18,Paul Sinha,"£9,000 + £4,000 + () + £4,000",14/14 (0:42)
12,73,29/10/18,Paul Sinha,"() + £6,000 + £7,000 + £6,000","19/15 ( 3 x £6,333 )"
12,74,30/10/18,Shaun Wallace,"£4,000 + () + () + ()",13/13 (0:53)
12,75,31/10/18,Anne Hegerty,"() + £5,000 + £5,000 + ()",14/14 (0:34)
12,76,1/11/18,Mark Labbett,"£7,000 + £3,000 + () + ()",12/12 (0:28)
12,77,2/11/18,Jenny Ryan,"() + £7,000 + () + £8,000","18/16 ( 2 x £7,500 )"
12,78,5/11/18,Shaun Wallace,"£6,000 + £6,000 + () + £5,000",11/11 (0:58)
12,79,6/11/18,Jenny Ryan,"£5,000 + £4,000 + £5,000 + ()",17/17 (0:31)
12,80,7/11/18,Anne Hegerty,"£5,000 + £9,000 + £5,000 + ()",15/15 (0:24)
12,81,8/11/18,Paul Sinha,() + () + () + (nominated) Lazaraus,"18/17 ( 4 x £1,000 )"
12,82,9/11/18,Mark Labbett,"£5,000 + £6,000 + () + £9,000",19/19 (0:03)
12,83,18/5/18,Anne Hegerty,"£6,000 + () + £40,000 + ()",15/15 (0:40)
12,84,13/11/18,Mark Labbett,"£6,000 + £2,000 + () + ()",13/13 (0:39)
12,85,14/11/18,Shaun Wallace,"£20,000 + £100 + £6,000 + £5,000",14/14 (0:33)
12,86,15/11/18,Paul Sinha,"£8,000 + £4,000 + () + ()",17/17 (0:25)
12,87,16/11/18,Jenny Ryan,"() + () + £4,000 + ()",9/9 (1:02)
12,88,19/11/18,Jenny Ryan,"£5,000 + () + £5,000 + £50,000",16/16 (0:08)
12,89,20/11/18,Paul Sinha,"() + () + £1,000 + ()",6/6 (1:15)
12,90,21/11/18,Mark Labbett,"£2,000 + £5,000 + £43,000",19/19 (0:21)
12,91,22/11/18,Shaun Wallace,"£6,000 + () + £6,000 + £4,000",12/12 (0:21)
12,92,23/11/18,Anne Hegerty,"£8,000 + £7,000 + £4,000 + £5,000","22/21 ( 4 x £6,000 )"
12,93,26/11/18,Shaun Wallace,"() + £2,000 + () + ()",8/8 (1:15)
12,94,27/11/18,Anne Hegerty,"£7,000 + £3,000 + () + £6,000",18/18 (0:01)
12,95,28/11/18,Paul Sinha,"£1,000 + () + () + ()",8/8 (1:20)
12,96,29/11/18,Jenny Ryan,(nominated) + () + () + () Lazaraus,16/16 (0:10)
12,97,30/11/18,Mark Labbett,"£7,000 + () + () + £6,000","17/16 ( 2 x £6,500 )"
12,98,3/12/18,Paul Sinha,"() + £3,000 + () + £6,000",16/16 (0:26)
12,99,4/12/18,Anne Hegerty,"£20,000 + £5,000 + £4,000 + £1,000",17/17 (0:08)
12,100,5/12/18,Shaun Wallace,"£1,000 + £4,000 + £2,000 + £33,000","14/9 ( 4 x £10,000 )"
